instrument_key,tradingsymbol,name,exchange
NSE_EQ|INE278G01037,CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,NSE_EQ
BSE_EQ|INE805Q01028,ADCON,Adcon Capital Services Limited,BSE_EQ
BSE_EQ|INE850B01026,ABMKNO,ABM KNOWLEDGEWARE LTD.,BSE_EQ
BSE_EQ|INE634S01028,MANKIND,Mankind Pharma Limited,BSE_EQ
NSE_EQ|INF582M01KS4,UNIONGOLD,UNIONAMC - UNIONGOLD,NSE_EQ
NCD_FO|2694,USDINR2591985.375PE,USDINR,NCD_FO
NCD_FO|2695,EURINR26MAR89.5PE,EURINR,NCD_FO
NCD_FO|2692,USDINR2591985.25PE,USDINR,NCD_FO
NCD_FO|2693,USDINR2591985.375CE,USDINR,NCD_FO
NCD_FO|2696,EURINR26MAR89.75CE,EURINR,NCD_FO
NCD_FO|2697,USDINR2591985.5CE,USDINR,NCD_FO
NSE_EQ|INE476A01022,CANBK,CANARA BANK,NSE_EQ
BSE_EQ|INE788J01021,SHIVALIK,Shivalik Rasayan Ltd.,BSE_EQ
NSE_EQ|INE419U01012,HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,NSE_EQ
NSE_EQ|INE067901012,UMA,UMA CONVERTER LIMITED,NSE_EQ
BSE_EQ|INE067E01013,STERPOW,STERLING POWERGENSYS LTD,BSE_EQ
NSE_EQ|INE691A01018,UCOBANK,UCO BANK,NSE_EQ
BCD_FO|1027500,USDINR26MAR88.2PE,USDINR,BCD_FO
BCD_FO|1027501,USDINR26MAR88.3CE,USDINR,BCD_FO
BCD_FO|1027502,USDINR26MAR88.3PE,USDINR,BCD_FO
BCD_FO|1027503,USDINR26MAR88.4CE,USDINR,BCD_FO
BCD_FO|1027504,USDINR26MAR88.4PE,USDINR,BCD_FO
BCD_FO|1027505,USDINR26MAR88.6CE,USDINR,BCD_FO
NSE_EQ|INE0QJ901011,DIGIKORE,DIGIKORE STUDIOS LIMITED,NSE_EQ
BSE_EQ|INF769K01MY5,LIQUIDPLUS,Mirae Asset Mutual Fund,BSE_EQ
BSE_EQ|INE218P01018,ACFSL,AMRAPALI CAPITAL AND FINANCE S,BSE_EQ
BSE_EQ|INE007B01023,GEOJITFSL,Geojit Financial Services Limi,BSE_EQ
BCD_FO|1027506,USDINR26MAR88.6PE,USDINR,BCD_FO
BCD_FO|1027507,USDINR26MAR88.7CE,USDINR,BCD_FO
BCD_FO|1027508,USDINR26MAR88.7PE,USDINR,BCD_FO
BCD_FO|1027509,USDINR26MAR88.8CE,USDINR,BCD_FO
BCD_FO|1027510,USDINR26MAR88.8PE,USDINR,BCD_FO
BSE_EQ|INE300B01022,INDINFO,INDIAN INFOTECH & SOFTWARE LTD,BSE_EQ
BSE_EQ|INE0MQD01015,DRONACHRYA,Droneacharya Aerial Innovation,BSE_EQ
BSE_EQ|INE459U01018,SKL,SUPER FINE KNITTERS LIMITED,BSE_EQ
BSE_EQ|INE969E01010,YAANENT,YAAN ENTERPRISES LIMITED,BSE_EQ
BCD_FO|1027490,USDINR26MAR87.6PE,USDINR,BCD_FO
BCD_FO|1027491,USDINR26MAR87.7CE,USDINR,BCD_FO
BCD_FO|1027492,USDINR26MAR87.7PE,USDINR,BCD_FO
BCD_FO|1027493,USDINR26MAR87.8CE,USDINR,BCD_FO
BCD_FO|1027494,USDINR26MAR87.8PE,USDINR,BCD_FO
BSE_EQ|INE976G01028,RBLBANK,RBL Bank Limited,BSE_EQ
BCD_FO|1027495,USDINR26MAR87.9CE,USDINR,BCD_FO
BCD_FO|1027496,USDINR26MAR87.9PE,USDINR,BCD_FO
BCD_FO|1027497,USDINR26MAR88.1CE,USDINR,BCD_FO
BCD_FO|1027498,USDINR26MAR88.1PE,USDINR,BCD_FO
BCD_FO|1027499,USDINR26MAR88.2CE,USDINR,BCD_FO
BSE_EQ|INE0Q1S01010,SUNITATOOL,Sunita Tools Limited,BSE_EQ
BSE_EQ|INE795E01019,KUMPFIN,KUMBHAT FINANCIAL SERVICES LTD,BSE_EQ
NSE_EQ|INE989A01032,SANGHVIMOV,SANGHVI MOVERS LTD,NSE_EQ
BSE_EQ|INE594B01012,BSL,BSL LTD.,BSE_EQ
BSE_EQ|INE285U01025,KIMIABL,KIMIA BIOSCIENCES LIMITED,BSE_EQ
BSE_EQ|INE0DAB01012,RVTH,Revathi Equipment India Limite,BSE_EQ
BCD_FO|1027460,USDINR26MAR82.8PE,USDINR,BCD_FO
BCD_FO|1027461,USDINR26MAR85.8CE,USDINR,BCD_FO
BCD_FO|1027462,USDINR26MAR85.8PE,USDINR,BCD_FO
BCD_FO|1027463,USDINR26MAR85.9CE,USDINR,BCD_FO
BCD_FO|1027464,USDINR26MAR85.9PE,USDINR,BCD_FO
BCD_FO|1027465,USDINR26MAR86.1CE,USDINR,BCD_FO
BCD_FO|1027466,USDINR26MAR86.1PE,USDINR,BCD_FO
BCD_FO|1027467,USDINR26MAR86.2CE,USDINR,BCD_FO
BCD_FO|1027468,USDINR26MAR86.2PE,USDINR,BCD_FO
BCD_FO|1027469,USDINR26MAR86.3CE,USDINR,BCD_FO
BCD_FO|1027450,USDINR26MAR83.4PE,USDINR,BCD_FO
BCD_FO|1027451,USDINR26MAR83.3CE,USDINR,BCD_FO
BCD_FO|1027452,USDINR26MAR83.3PE,USDINR,BCD_FO
BCD_FO|1027453,USDINR26MAR83.2CE,USDINR,BCD_FO
BCD_FO|1027454,USDINR26MAR83.2PE,USDINR,BCD_FO
BCD_FO|1027455,USDINR26MAR83.1CE,USDINR,BCD_FO
BCD_FO|1027456,USDINR26MAR83.1PE,USDINR,BCD_FO
BCD_FO|1027457,USDINR26MAR82.9CE,USDINR,BCD_FO
BCD_FO|1027458,USDINR26MAR82.9PE,USDINR,BCD_FO
BCD_FO|1027459,USDINR26MAR82.8CE,USDINR,BCD_FO
BSE_EQ|INE0JMN01019,SFSL,Shashwat Furnishing Solutions ,BSE_EQ
BCD_FO|1027480,USDINR26MAR86.9PE,USDINR,BCD_FO
BCD_FO|1027481,USDINR26MAR87.1CE,USDINR,BCD_FO
BCD_FO|1027482,USDINR26MAR87.1PE,USDINR,BCD_FO
BCD_FO|1027483,USDINR26MAR87.2CE,USDINR,BCD_FO
BCD_FO|1027484,USDINR26MAR87.2PE,USDINR,BCD_FO
NSE_EQ|INE0PQ601019,BALAJIPHOS,BALAJI PHOSPHATES LIMITED,NSE_EQ
BCD_FO|1027485,USDINR26MAR87.3CE,USDINR,BCD_FO
BCD_FO|1027486,USDINR26MAR87.3PE,USDINR,BCD_FO
BCD_FO|1027487,USDINR26MAR87.4CE,USDINR,BCD_FO
BCD_FO|1027488,USDINR26MAR87.4PE,USDINR,BCD_FO
BCD_FO|1027489,USDINR26MAR87.6CE,USDINR,BCD_FO
BCD_FO|1027470,USDINR26MAR86.3PE,USDINR,BCD_FO
BCD_FO|1027471,USDINR26MAR86.4CE,USDINR,BCD_FO
BCD_FO|1027472,USDINR26MAR86.4PE,USDINR,BCD_FO
BCD_FO|1027473,USDINR26MAR86.6CE,USDINR,BCD_FO
BSE_EQ|INE664X01025,TTLEL,TTL ENTERPRISES LIMITED,BSE_EQ
BCD_FO|1027474,USDINR26MAR86.6PE,USDINR,BCD_FO
BCD_FO|1027475,USDINR26MAR86.7CE,USDINR,BCD_FO
BCD_FO|1027476,USDINR26MAR86.7PE,USDINR,BCD_FO
BCD_FO|1027477,USDINR26MAR86.8CE,USDINR,BCD_FO
BCD_FO|1027478,USDINR26MAR86.8PE,USDINR,BCD_FO
BCD_FO|1027479,USDINR26MAR86.9CE,USDINR,BCD_FO
NSE_EQ|INE439A01020,ASAHIINDIA,ASAHI INDIA GLASS LIMITED,NSE_EQ
NCD_FO|2708,USDINR2591985.75PE,USDINR,NCD_FO
NSE_EQ|INE812G01025,SMSPHARMA,SMS PHARMACEUTICALS LTD.,NSE_EQ
NCD_FO|2709,USDINR2591985.875CE,USDINR,NCD_FO
MCX_FO|453085,ZINC25JUL287.5PE,ZINC,MCX_FO
BSE_EQ|INE0IPL01018,INTEGSW,INTEGRA SWITCHGEAR LTD.,BSE_EQ
MCX_FO|453081,ZINC25JUL277.5PE,ZINC,MCX_FO
MCX_FO|453083,ZINC25JUL282.5PE,ZINC,MCX_FO
NCD_FO|2703,USDINR2591985.5PE,USDINR,NCD_FO
NCD_FO|2700,EURINR25DEC89.5PE,EURINR,NCD_FO
NCD_FO|2701,EURINR26MAR89.75PE,EURINR,NCD_FO
NCD_FO|2706,USDINR2591985.625PE,USDINR,NCD_FO
NCD_FO|2707,USDINR2591985.75CE,USDINR,NCD_FO
NCD_FO|2704,USDINR2591985.625CE,USDINR,NCD_FO
NCD_FO|2719,EURINR25SEP99.5CE,EURINR,NCD_FO
BSE_EQ|INE0MPU01011,TRANSVOY,TRANSVOY LOGISTICS INDIA LIMIT,BSE_EQ
MCX_FO|453078,ZINC25JUL257.5PE,ZINC,MCX_FO
MCX_FO|453074,ZINC25JUL267.5PE,ZINC,MCX_FO
MCX_FO|453076,ZINC25JUL262.5PE,ZINC,MCX_FO
MCX_FO|453071,ZINC25JUL287.5CE,ZINC,MCX_FO
NCD_FO|2710,USDINR2591985.875PE,USDINR,NCD_FO
NCD_FO|2714,EURINR25SEP99.25CE,EURINR,NCD_FO
BSE_EQ|INE809I01019,ONMOBILE,ONMOBILE,BSE_EQ
NCD_FO|2716,EURINR25SEP99.25PE,EURINR,NCD_FO
BSE_EQ|INE809B01014,POLYCHMP,POLYMECHPLAST MACHINES LTD.,BSE_EQ
BCD_FO|2144117,EURINR25DEC103.75PE,EURINR,BCD_FO
BSE_EQ|INE547E01014,IMPAL,INDIA MOTOR PARTS & ACCESSORIE,BSE_EQ
NCD_FO|2742,USDINR2591986.25PE,USDINR,NCD_FO
NCD_FO|2740,EURINR25SEP85.5PE,EURINR,NCD_FO
NCD_FO|2741,USDINR2591986.25CE,USDINR,NCD_FO
NCD_FO|2746,USDINR2591986.5PE,USDINR,NCD_FO
NCD_FO|2745,USDINR2591986.5CE,USDINR,NCD_FO
NCD_FO|2749,EURINR25DEC90.25CE,EURINR,NCD_FO
NCD_FO|2750,EURINR25DEC90.25PE,EURINR,NCD_FO
NCD_FO|2757,USDINR2591986.75PE,USDINR,NCD_FO
NCD_FO|2758,EURINR25DEC90.5CE,EURINR,NCD_FO
NCD_FO|2756,USDINR2591986.75CE,USDINR,NCD_FO
NCD_FO|2759,EURINR25DEC90.5PE,EURINR,NCD_FO
NSE_EQ|INE074B01023,PARACABLES,PARAMOUNT COMM LTD,NSE_EQ
NCD_FO|2720,EURINR25SEP99.5PE,EURINR,NCD_FO
NCD_FO|2721,EURINR26MAR90.25CE,EURINR,NCD_FO
NSE_EQ|INE00CE01017,SVLL,SHREE VASU LOGISTICS LTD,NSE_EQ
BSE_EQ|INE084D01010,CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.,BSE_EQ
NCD_FO|2724,EURINR25DEC89.75PE,EURINR,NCD_FO
NCD_FO|2722,EURINR25DEC89.75CE,EURINR,NCD_FO
NCD_FO|2728,GBPINR25814114.5CE,GBPINR,NCD_FO
NCD_FO|2729,GBPINR25814114.5PE,GBPINR,NCD_FO
BSE_EQ|INE077P01034,THACKER,THACKER & CO.LTD.,BSE_EQ
BSE_EQ|INE587G01015,KAYA,Kaya Limited,BSE_EQ
NCD_FO|2731,EURINR26MAR90.25PE,EURINR,NCD_FO
NSE_EQ|INE0QN801017,KRYSTAL,KRYSTAL INTEGRATED SER L,NSE_EQ
NCD_FO|2732,EURINR26MAR90.5CE,EURINR,NCD_FO
NCD_FO|2730,USDINR2591986.125CE,USDINR,NCD_FO
NCD_FO|2733,GBPINR25829122.75CE,GBPINR,NCD_FO
NCD_FO|2734,GBPINR25829122.75PE,GBPINR,NCD_FO
NCD_FO|2739,EURINR25SEP85.5CE,EURINR,NCD_FO
NCD_FO|2738,USDINR2591986.125PE,USDINR,NCD_FO
BSE_EQ|INF769K01LQ3,EVINDIA,Mirae Asset Mutual Fund,BSE_EQ
NCD_FO|2790,EURINR2571894.25PE,EURINR,NCD_FO
NCD_FO|2780,USDINR2591987.75CE,USDINR,NCD_FO
NCD_FO|2787,USDINR2591988.25CE,USDINR,NCD_FO
NCD_FO|2784,USDINR2591987.75PE,USDINR,NCD_FO
NCD_FO|2788,EURINR25DEC91.25CE,EURINR,NCD_FO
NCD_FO|2789,EURINR25DEC91.25PE,EURINR,NCD_FO
NCD_FO|2793,EURINR2571894.5CE,EURINR,NCD_FO
NCD_FO|2791,EURINR25JUL93.25CE,EURINR,NCD_FO
NCD_FO|2797,EURINR25JUL89.5CE,EURINR,NCD_FO
NCD_FO|2795,EURINR2571889.5CE,EURINR,NCD_FO
NCD_FO|2796,EURINR2571889.5PE,EURINR,NCD_FO
NCD_FO|2760,JPYINR25AUG65.75CE,JPYINR,NCD_FO
BSE_EQ|INE00M901018,INTERARCH,Interarch Building Solutions L,BSE_EQ
NSE_EQ|INE370D01013,MANORG,MANGALAM ORGANICS LIMITED,NSE_EQ
NCD_FO|2762,EURINR25DEC90.75CE,EURINR,NCD_FO
NCD_FO|2768,EURINR2571894.25CE,EURINR,NCD_FO
NCD_FO|2766,EURINR25DEC90.75PE,EURINR,NCD_FO
BSE_EQ|INE0TT901016,TOTEM,Forbes Precision Tools and Mac,BSE_EQ
NSE_EQ|INE0B2801011,UNILEX,UNILEX COLOURS AND CHEM L,NSE_EQ
NCD_FO|2776,USDINR2591987.25CE,USDINR,NCD_FO
NCD_FO|2779,USDINR2591987.5PE,USDINR,NCD_FO
NCD_FO|2777,USDINR2591987.25PE,USDINR,NCD_FO
NSE_EQ|INE745G01035,MCX,MULTI COMMODITY EXCHANGE,NSE_EQ
NCD_FO|2778,USDINR2591987.5CE,USDINR,NCD_FO
NSE_EQ|INE959C01023,OAL,ORIENTAL AROMATICS LTD,NSE_EQ
BSE_EQ|INE296A01032,BAJFINANCE,BAJAJ FINANCE LIMITED,BSE_EQ
BSE_EQ|INE382Z01011,GRSE,Garden Reach Shipbuilders & En,BSE_EQ
BSE_EQ|INE876N01018,ORIENTCEM,ORIENT CEMENT LTD,BSE_EQ
NSE_EQ|INE0W2G01015,SAGILITY,SAGILITY INDIA LIMITED,NSE_EQ
NSE_EQ|INF109KC10S8,PSUBNKIETF,ICICIPRAMC - PSUBANKICI,NSE_EQ
BSE_EQ|INE886D01026,EFCIL,EFC (I) LIMITED,BSE_EQ
NSE_EQ|INF204KA1MS3,DIVOPPBEES,NIP IND ETF DIV OPP,NSE_EQ
NSE_EQ|INF109KC10W0,MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,NSE_EQ
NSE_EQ|INE04LG01015,PAR,PAR DRUGS AND CHEM LTD,NSE_EQ
BSE_EQ|INE348N01034,MANBRO,Manbro Industries Limited,BSE_EQ
BSE_EQ|INE0PA401012,IDENTIXWEB,Identixweb Limited,BSE_EQ
NSE_EQ|INF109KC10V2,AUTOIETF,ICICIPRAMC - ICICIAUTO,NSE_EQ
NSE_EQ|INE953L01027,JSFB,JANA SMALL FIN BANK LTD,NSE_EQ
BSE_EQ|INE011B01017,CLIOINFO,CLIO INFOTECH LTD.,BSE_EQ
BCD_FO|1027418,USDINR26MAR85.4PE,USDINR,BCD_FO
BCD_FO|1027419,USDINR26MAR85.3CE,USDINR,BCD_FO
NSE_EQ|INE215B01022,ORCHASP,ORCHASP LIMITED,NSE_EQ
BCD_FO|1027420,USDINR26MAR85.3PE,USDINR,BCD_FO
BCD_FO|1027421,USDINR26MAR85.2CE,USDINR,BCD_FO
BCD_FO|1027422,USDINR26MAR85.2PE,USDINR,BCD_FO
BCD_FO|1027423,USDINR26MAR85.1CE,USDINR,BCD_FO
BCD_FO|1027424,USDINR26MAR85.1PE,USDINR,BCD_FO
BSE_EQ|INF769K01LZ4,BANKPSU,Mirae Asset Mutual Fund,BSE_EQ
BCD_FO|1027425,USDINR26MAR84.9CE,USDINR,BCD_FO
BCD_FO|1027426,USDINR26MAR84.9PE,USDINR,BCD_FO
BCD_FO|1027427,USDINR26MAR84.8CE,USDINR,BCD_FO
BCD_FO|1027428,USDINR26MAR84.8PE,USDINR,BCD_FO
NSE_EQ|INE930P01018,ANURAS,ANUPAM RASAYAN INDIA LTD,NSE_EQ
BCD_FO|1027409,USDINR2582982.8CE,USDINR,BCD_FO
BCD_FO|1027410,USDINR2582982.8PE,USDINR,BCD_FO
BCD_FO|1027411,USDINR2590482.8CE,USDINR,BCD_FO
BCD_FO|1027412,USDINR2590482.8PE,USDINR,BCD_FO
BCD_FO|1027413,USDINR26MAR85.7CE,USDINR,BCD_FO
BCD_FO|1027414,USDINR26MAR85.7PE,USDINR,BCD_FO
BCD_FO|1027415,USDINR26MAR85.6CE,USDINR,BCD_FO
BCD_FO|1027416,USDINR26MAR85.6PE,USDINR,BCD_FO
BCD_FO|1027417,USDINR26MAR85.4CE,USDINR,BCD_FO
NSE_EQ|INE715B01021,ANDHRSUGAR,ANDHRA SUGARS LTD,NSE_EQ
NSE_EQ|INE152B01027,ACLGATI,ALLCARGO GATI LIMITED,NSE_EQ
BCD_FO|1027440,USDINR26MAR84.1PE,USDINR,BCD_FO
BCD_FO|1027441,USDINR26MAR83.9CE,USDINR,BCD_FO
BCD_FO|1027442,USDINR26MAR83.9PE,USDINR,BCD_FO
BCD_FO|1027443,USDINR26MAR83.8CE,USDINR,BCD_FO
BCD_FO|1027444,USDINR26MAR83.8PE,USDINR,BCD_FO
BSE_EQ|INE583V01021,RADHIKAJWE,Radhika Jeweltech Limited,BSE_EQ
BCD_FO|1027445,USDINR26MAR83.7CE,USDINR,BCD_FO
BCD_FO|1027446,USDINR26MAR83.7PE,USDINR,BCD_FO
BCD_FO|1027447,USDINR26MAR83.6CE,USDINR,BCD_FO
BCD_FO|1027448,USDINR26MAR83.6PE,USDINR,BCD_FO
BCD_FO|1027449,USDINR26MAR83.4CE,USDINR,BCD_FO
BCD_FO|1027429,USDINR26MAR84.7CE,USDINR,BCD_FO
BSE_EQ|INE494B01023,TVSMOTOR,TVS MOTOR COMPANY LTD.,BSE_EQ
BCD_FO|1027430,USDINR26MAR84.7PE,USDINR,BCD_FO
BCD_FO|1027431,USDINR26MAR84.6CE,USDINR,BCD_FO
BCD_FO|1027432,USDINR26MAR84.6PE,USDINR,BCD_FO
BCD_FO|1027433,USDINR26MAR84.4CE,USDINR,BCD_FO
BCD_FO|1027434,USDINR26MAR84.4PE,USDINR,BCD_FO
BCD_FO|1027435,USDINR26MAR84.3CE,USDINR,BCD_FO
BCD_FO|1027436,USDINR26MAR84.3PE,USDINR,BCD_FO
BCD_FO|1027437,USDINR26MAR84.2CE,USDINR,BCD_FO
BCD_FO|1027438,USDINR26MAR84.2PE,USDINR,BCD_FO
BCD_FO|1027439,USDINR26MAR84.1CE,USDINR,BCD_FO
BSE_EQ|INE259A01022,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,BSE_EQ
BSE_EQ|INE02A801020,ROSSARI,ROSSARI BIOTECH LIMITED,BSE_EQ
NSE_EQ|INE148I01020,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,NSE_EQ
BSE_EQ|INE966C01010,JAINCO,JAINCO PROJECTS (INDIA) LTD.,BSE_EQ
BSE_EQ|INE118B01010,SAENTER,SOUTH ASIAN ENTERPRISES LTD.,BSE_EQ
NSE_EQ|INE0A1E01018,SIDDHIKA,SIDDHIKA COATINGS LIMITED,NSE_EQ
BSE_EQ|INE557B01019,LIBERTSHOE,LIBERTY SHOES LTD.,BSE_EQ
BSE_EQ|INF769K01LX9,MULTICAP,Mirae Asset Mutual Fund,BSE_EQ
BSE_EQ|INE879I01012,DBREALTY,VALOR ESTATE LIMITED,BSE_EQ
BSE_EQ|INF769K01LY7,METAL,Mirae Asset Mutual Fund,BSE_EQ
BCD_FO|2144095,EURINR25SEP102.5CE,EURINR,BCD_FO
BSE_EQ|INE709B01016,SKPSEC,SKP SECURITIES LTD.,BSE_EQ
BSE_EQ|INE672B01032,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,BSE_EQ
BSE_EQ|INE966Q01010,HILIKS,HILIKS TECHNOLOGIES LIMITED,BSE_EQ
BSE_EQ|INE638D01021,KUNSTOFF,KUNSTSTOFFE INDUSTRIES LTD.,BSE_EQ
BSE_EQ|INE386D01027,SBCL,SHIVALIK BIMETAL CONTROLS LTD.,BSE_EQ
BSE_EQ|INE924B01011,AMCOIND,AMCO INDIA LTD.,BSE_EQ
BCD_FO|2144089,EURINR25SEP102.5PE,EURINR,BCD_FO
BSE_EQ|INE298G01027,AJMERA,AJMERA REALTY & INFRA INDIA LT,BSE_EQ
BSE_EQ|INE550H01011,SUPREMEINF,SUPREME INFRASTRUCTURE INDIA L,BSE_EQ
NSE_EQ|INE617A01013,SEMAC,SEMAC CONSTRUCTION LTD,NSE_EQ
BCD_FO|2144010,GBPINR26MAR118.75CE,GBPINR,BCD_FO
NCD_FO|2824,USDINR2591989.5PE,USDINR,NCD_FO
NCD_FO|2821,USDINR2591989.25PE,USDINR,NCD_FO
NCD_FO|2822,USDINR2591989.5CE,USDINR,NCD_FO
BSE_EQ|INE765G01017,ICICIGI,ICICI Lombard General Insuranc,BSE_EQ
NSE_EQ|INE118D01016,NUVOCO,NUVOCO VISTAS CORP LTD,NSE_EQ
NCD_FO|2830,USDINR2591989.75CE,USDINR,NCD_FO
NCD_FO|2831,USDINR2591989.75PE,USDINR,NCD_FO
NCD_FO|2838,USDINR2591990.25PE,USDINR,NCD_FO
NCD_FO|2839,EURINR25DEC82.5CE,EURINR,NCD_FO
NCD_FO|2836,USDINR2591990.25CE,USDINR,NCD_FO
NCD_FO|2809,USDINR2591988.75CE,USDINR,NCD_FO
NCD_FO|2808,EURINR25DEC91.5CE,EURINR,NCD_FO
NSE_EQ|INE0U4701011,DIGITIDE,DIGITIDE SOLUTIONS LTD,NSE_EQ
NCD_FO|2802,USDINR2591988.25PE,USDINR,NCD_FO
NCD_FO|2806,JPYINR25AUG65.75PE,JPYINR,NCD_FO
NCD_FO|2803,USDINR2591988.5CE,USDINR,NCD_FO
NCD_FO|2804,USDINR2591988.5PE,USDINR,NCD_FO
NSE_EQ|INE546C01010,PICCADIL,PICCADILY AGRO INDUSTRI L,NSE_EQ
NCD_FO|2818,USDINR2591989.25CE,USDINR,NCD_FO
BCD_FO|2144002,GBPINR26MAR118.75PE,GBPINR,BCD_FO
NCD_FO|2812,EURINR25DEC91.5PE,EURINR,NCD_FO
NCD_FO|2810,USDINR2591988.75PE,USDINR,NCD_FO
NCD_FO|2811,EURINR26MAR90.5PE,EURINR,NCD_FO
NCD_FO|2816,EURINR25SEP86.75PE,EURINR,NCD_FO
NCD_FO|2814,EURINR25SEP86.75CE,EURINR,NCD_FO
BCD_FO|2144051,EURINR25DEC102.5PE,EURINR,BCD_FO
BSE_EQ|INE359U01028,LANCER,Lancer Container Lines Limited,BSE_EQ
NCD_FO|2860,JPYINR2591953.25PE,JPYINR,NCD_FO
NCD_FO|2861,GBPINR25SEP122.75CE,GBPINR,NCD_FO
NCD_FO|2865,USDINR2591991.5CE,USDINR,NCD_FO
NCD_FO|2869,EURINR25801102.5CE,EURINR,NCD_FO
NSE_EQ|INE832A01018,MODIRUBBER,MODI RUBBER LTD,NSE_EQ
BCD_FO|2144061,EURINR25DEC102.5CE,EURINR,BCD_FO
BSE_EQ|INE430N01022,VISHWARAJ,Vishwaraj Sugar Industries Lim,BSE_EQ
NSE_EQ|INE531E01026,HINDCOPPER,HINDUSTAN COPPER LTD,NSE_EQ
NCD_FO|2870,USDINR2591991.5PE,USDINR,NCD_FO
NCD_FO|2874,JPYINR26JUN52.5PE,JPYINR,NCD_FO
NCD_FO|2875,JPYINR26JUN52.75CE,JPYINR,NCD_FO
NCD_FO|2872,JPYINR26JUN52.5CE,JPYINR,NCD_FO
NCD_FO|2878,GBPINR25SEP122.75PE,GBPINR,NCD_FO
NCD_FO|2879,EURINR25801102.5PE,EURINR,NCD_FO
NCD_FO|2876,JPYINR26JUN52.75PE,JPYINR,NCD_FO
BSE_EQ|INE885A01032,ARE&M,Amara Raja Energy & Mobility L,BSE_EQ
NSE_EQ|INE483C01032,TANLA,TANLA PLATFORMS LIMITED,NSE_EQ
NCD_FO|2841,USDINR2591990.5PE,USDINR,NCD_FO
NCD_FO|2842,USDINR2591990.75CE,USDINR,NCD_FO
NCD_FO|2840,USDINR2591990.5CE,USDINR,NCD_FO
NCD_FO|2845,EURINR25DEC82.5PE,EURINR,NCD_FO
NCD_FO|2847,USDINR2591990.75PE,USDINR,NCD_FO
NCD_FO|2852,USDINR2591991.25CE,USDINR,NCD_FO
NCD_FO|2853,USDINR2591991.25PE,USDINR,NCD_FO
NCD_FO|2854,USDINR26JUN79.25CE,USDINR,NCD_FO
NCD_FO|2855,USDINR26JUN79.25PE,USDINR,NCD_FO
NCD_FO|2859,JPYINR2591953.25CE,JPYINR,NCD_FO
BSE_EQ|INE203D01016,VICTMILL,VICTORIA MILLS LTD.,BSE_EQ
BSE_EQ|INE411B01019,VENUSREM,VENUS REMEDIES LTD.,BSE_EQ
BSE_EQ|INE575D01041,DANUBE,DANUBE INDUSTRIES LIMITED,BSE_EQ
NSE_EQ|INE823G01014,JKCEMENT,JK CEMENT LIMITED,NSE_EQ
NCD_FO|2885,EURINR25801102.75CE,EURINR,NCD_FO
BSE_EQ|INE185U01035,KCDGROUP,KCD INDUSTRIES INDIA LIMITED,BSE_EQ
NCD_FO|2886,EURINR25801102.75PE,EURINR,NCD_FO
NSE_EQ|INE615I01010,GLOBUSSPR,GLOBUS SPIRITS LTD,NSE_EQ
BCD_FO|1027725,723GS203926JUN104.75CE,723GS2039,BCD_FO
NSE_EQ|INE987B01026,NATCOPHARM,NATCO PHARMA LTD.,NSE_EQ
NSE_EQ|INE550C01020,URJA,URJA GLOBAL LIMITED,NSE_EQ
BSE_EQ|INE213A01029,ONGC,OIL AND NATURAL GAS CORPORATIO,BSE_EQ
NSE_EQ|INE721A01047,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,NSE_EQ
NCD_FO|2894,USDINR2580184.375CE,USDINR,NCD_FO
BSE_EQ|INE892C01018,SCC,Scintilla Commercial & Credit ,BSE_EQ
NCD_FO|2898,USDINR2580184.375PE,USDINR,NCD_FO
BSE_EQ|INE858L01010,CONCORD,Concord Drugs Limited,BSE_EQ
NSE_INDEX|Nifty Mobility,NIFTY MOBILITY,Nifty Mobility,NSE_INDEX
BSE_EQ|INE548A01028,HFCL,HFCL LIMITED,BSE_EQ
BSE_EQ|INE131C01011,DISAQ,DISA INDIA LTD.,BSE_EQ
NSE_EQ|INE506A01018,DREDGECORP,DREDGING CORP OF INDIA,NSE_EQ
NSE_EQ|INF109KC11W8,MIDCAPIETF,ICICIPRAMC - ICICIM150,NSE_EQ
BSE_EQ|INE848A01014,IZMO,IZMO Limited,BSE_EQ
BSE_EQ|INE206F01022,AIIL,Authum Investment & Infrastruc,BSE_EQ
BSE_EQ|INE895E01017,SCAGRO,SC Agrotech Limited,BSE_EQ
NSE_EQ|INE0PS501019,GLOBALPET,GLOBAL PET INDUSTRIES LTD,NSE_EQ
BSE_EQ|INE927D01051,JBMA,JBM AUTO LTD.,BSE_EQ
BCD_FO|1027781,718GS203726JUN105.25CE,718GS2037,BCD_FO
BCD_FO|1027782,718GS203726JUN105.25PE,718GS2037,BCD_FO
BCD_FO|1027783,718GS203726JUN105.5CE,718GS2037,BCD_FO
BCD_FO|1027784,718GS203726JUN105.5PE,718GS2037,BCD_FO
BCD_FO|1027785,718GS203726JUN105.75CE,718GS2037,BCD_FO
BCD_FO|1027786,718GS203726JUN105.75PE,718GS2037,BCD_FO
